90678,96093,803536,433935,983944|895982|106896|62546|990557|885508|435191|968552|571295|737396|866657|364581|946841|618684|542984|,678349|698323|786777|371692|351738|338895|205108|91291|21397|130142|355836|340450|213313|617695|213327|,672784|352984|425493|29713|864547|135949|471524|308191|241170|138609|734120|13278|313462|737169|830387|,716013|341142|61692|674593|166841|359821|641442|807832|900782|163098|719511|614241|201931|531716|810871|,300062|467022|268264|741028|763303|558991|264097|993963|392773|648873|771666|872325|352138|884754|958035|,898361|272523|409612|988149|551199|535676|328692|854580|887999|727782|861496|162296|215639|163719|458854|,766344|912763|417670|474207|329932|827543|307089|371498|1852|88848|687317|410917|753451|161289|176217|,112854|917290|757314|922936|12767|682074|177818|170425|137616|136274|165173|907276|835351|99944|970424|,428260|898002|892000|27505|611883|958533|35375|426708|609959|422695|833514|80288|582311|342423|550608|,752353|782121|808684|12848|552654|653196|635881|475449|620178|684396|251727|618460|43304|603871|400589|,761760|472479|252299|901203|833410|639229|354722|473796|156806|81984|434684|712842|202910|244927|783247|,476675|530614|76976|583309|168217|153818|213955|676699|714671|876677|895019|814185|272439|334599|686268|,1598,397407,2427,1568,51050046048049000000000000000000000000001565,54049057055056046053055000000000000000001565,48046048051000000000000000000000000000001565,48046048049000000000000000000000000000001565,79000000000000000000000000000000000000001565,80000000000000000000000000000000000000001565,49057057053045048056045049053000000000001565,49057057053045049048045048056000000000001565,49057057053045048056045050056000000000001565,67079076076069067084032067079069000000001565,65073083000000000000000000000000000000001565,108105116104101108121032114101103117108098680,27
865970,897632,603793,444207,420754|874093|114464|536259|151551|172257|702404|188798|277029|882838|312908|114450|307298|38382|797712|,397914|519579|679584|306331|641923|717049|133940|94131|798536|547716|155722|737797|851669|453210|6611|,664306|946573|820683|748195|517872|674599|663124|653919|522206|804467|194871|523537|478441|920507|511411|,448090|460564|111300|869029|159175|471527|910772|489979|557948|926390|3981|77841|502092|849804|797719|,345770|352491|266357|797596|146252|437435|558757|507469|430328|246146|78216|338114|161668|751037|438055|,719135|933079|126989|365300|847826|925185|260240|832050|905656|750068|192843|327875|812063|412835|238211|,977807|27942|995766|624875|56718|857089|339751|866999|63091|562329|165436|717071|113654|927824|594913|,979103|529340|420130|423969|720011|846500|794727|542721|810304|390640|13109|552889|919206|620622|73954|,418320|980977|362243|458919|454995|307159|999027|690528|255793|603804|912911|967599|64310|230024|937371|,214145|572450|408506|757466|881448|318246|446359|845465|718760|581050|653787|744534|148429|245469|340303|,930507|799801|934314|538523|523226|40316|473684|469427|539734|582812|610622|281325|92587|63348|234170|,953779|803628|317176|609307|746196|662199|457622|122680|90357|562759|308088|987584|774372|802902|319718|,1598,89887,14892,1569,50046048049000000000000000000000000000001565,50054049056046054053000000000000000000001565,48046048058000000000000000000000000000001565,48046048051000000000000000000000000000001565,79000000000000000000000000000000000000001565,80000000000000000000000000000000000000001565,49057057053045048056045048056000000000001565,49057057053045049048045048056000000000001565,49057057053045048056045050052000000000001565,68069076073086069082032073078032080069083649,65073083000000000000000000000000000000001565,32101120112114101115115032097099099111118676,28
574069,553293,138797,423497,421831|348421|760009|601738|763022|137988|277356|898457|474722|371312|320125|223306|527834|430164|161756|,791769|220512|92335|208838|678606|659694|734185|190626|633404|393319|471648|705510|561571|971220|65057|,221673|720245|553785|150899|610693|282678|843155|81485|418984|758972|148657|200807|914104|564630|140716|,342765|615648|524681|946309|89872|895868|800885|215833|712695|852637|862551|995267|268436|266169|889064|,541838|234769|974258|478498|433557|730088|366849|640226|87674|435282|576575|746536|614911|185239|958224|,868988|65220|846788|818540|387820|196061|823739|402891|38064|175887|532132|884845|839662|754984|388737|,486595|203160|261304|410144|188029|693875|725167|661353|999345|888947|255445|546199|415908|695939|823904|,535748|890809|940448|726133|234588|430452|735333|103614|819060|37033|81953|146084|370675|676997|688868|,433001|999086|46008|569241|225445|237586|245438|66509|927452|257466|171785|785806|284344|204577|227085|,94574|523303|920945|588135|305511|120595|325882|76331|75032|652282|403454|7048|368558|144683|830313|,887962|347934|423004|504158|57356|545166|759658|404396|520744|634835|76205|553567|763261|98197|506935|,194803|216876|152463|470570|799140|970831|637363|491891|644576|497669|230826|844007|168350|175774|699961|,1598,7051,17052,1570,52046048049000000000000000000000000000001565,53053054049046057051000000000000000000001565,48046048058000000000000000000000000000001565,48046048052000000000000000000000000000001565,79000000000000000000000000000000000000001565,80000000000000000000000000000000000000001565,49057057053045048056045048053000000000001565,49057057053045049048045048050000000000001565,49057057053045048057045048052000000000001565,78079078070000000000000000000000000000001565,82069071032065073083000000000000000000001565,101032115108121108121032102105110097108033678,29
52728,205128,319328,159167,36372|540372|217524|366107|579930|300145|910640|234|943161|876508|315202|847854|742503|553297|722613|,898570|737851|672287|326115|522281|122280|803924|992248|32319|72727|696280|222046|447592|877472|197142|,966986|357548|972004|121877|60643|178916|100425|946597|491210|884342|891859|518388|85642|974331|261980|,243072|860510|12546|269296|846887|316633|728238|77895|645594|80054|626234|90975|518000|986620|758557|,759606|599511|927117|648840|236513|484517|350668|165965|87308|879500|370089|113689|615887|510828|543947|,356130|498409|117507|284825|2908|145179|410943|286884|972260|621731|103412|169908|249600|246099|753833|,940141|277950|564238|263757|898397|619512|347807|951367|511653|104057|811958|913387|214018|67834|17664|,987080|342136|349509|310178|653534|610394|349563|65745|456237|609080|869873|62353|951848|674277|75700|,146183|17545|867811|874221|411901|230590|473198|785696|341875|627073|517410|427278|935964|243781|873481|,71163|936892|644876|439237|488714|440731|6741|396950|960068|476454|614771|842953|415991|270691|566585|,321022|136251|726415|939026|512596|847824|342359|562989|123123|55715|677423|81045|564149|724911|673489|,367006|780850|19264|117653|248059|538726|834708|981993|966701|149633|361306|560110|873238|934988|549788|,1598,173187,18196,1571,52052046048049000000000000000000000000001565,55052052055053046050057000000000000000001565,48046048054000000000000000000000000000001565,48046048055000000000000000000000000000001565,79000000000000000000000000000000000000001565,80000000000000000000000000000000000000001565,49057057053045048056045050057000000000001565,49057057053045048056045050049000000000001565,49057057053045048057045049053000000000001565,68069076073086069082032073078032080069083649,65073083000000000000000000000000000000001565,115121109112116111116101115032110097103033663,30
148912,602540,298867,767288,745151|531273|565939|757385|238574|793822|940832|119078|943720|343112|588051|645184|5546|533627|380208|,210607|541536|810714|678992|485318|99680|37993|142927|982882|674173|152602|878771|734658|251017|945603|,181559|516816|582315|725233|584308|147390|981592|722902|108907|928908|433585|404381|16753|364902|557177|,405022|814327|347369|319538|271021|202293|119430|664211|35917|580915|594175|851175|165698|767604|752975|,839172|254788|620351|321446|598311|36368|638795|795282|898281|665048|543238|594489|454176|965146|12930|,785027|337237|178190|225085|610772|113501|880312|425803|382455|241622|324254|515554|669590|613504|72660|,275522|450533|59061|392563|298815|915871|631750|595304|635820|638057|792820|629352|296166|269138|117384|,851521|788282|521084|428495|44492|278324|552724|665398|16447|76677|625980|990077|535007|362895|685451|,883995|930706|661393|48618|230831|543698|852202|93087|704862|793854|174667|923942|16333|949450|715902|,997243|802620|999255|958669|455989|474941|83934|236752|61964|594513|261445|912855|619515|818270|348436|,464752|116161|759950|327297|70613|700097|579206|91495|238453|295561|867713|164309|76125|658031|407689|,328643|751235|138391|131922|138976|616815|87698|864691|427975|839046|983009|564097|485199|238709|583703|,1598,24796,9798,1572,54046048049000000000000000000000000000001565,54057049057046051057000000000000000000001565,48046048053000000000000000000000000000001565,48046048052000000000000000000000000000001565,79000000000000000000000000000000000000001565,80000000000000000000000000000000000000001565,49057057053045048055045050050000000000001565,49057057053045048057045050052000000000001565,49057057053045048055045050054000000000001565,67079076076069067084032067079069000000001565,82065073077000000000000000000000000000001565,32103105102116115032099097106111108101033665,31
63882,434945,699254,394716,252139|971173|523394|900557|530127|764277|753619|860929|86596|521267|578773|371111|272443|852374|561577|,168907|101084|695776|733588|602807|513860|374219|177930|5814|683228|997217|57363|581172|852183|810091|,914840|317761|599815|335937|520781|176180|159133|957504|47994|696748|983803|722266|591911|535282|461880|,415560|272291|446010|174063|194010|858609|483337|411460|384110|900816|110128|565557|835263|52454|425078|,974680|835093|151496|22548|354487|777882|435368|593945|108164|907917|688540|256942|941690|821775|132487|,368180|228563|535515|68070|643721|147872|39955|731193|35690|765256|352629|991179|764210|852191|671084|,271968|330817|578722|826691|718139|670072|105101|353524|68809|228448|6937|526943|238381|652970|123541|,164118|367721|251281|247392|743253|366181|922460|915329|129807|994400|969151|875939|891811|708976|743649|,875120|205870|576119|118137|697288|599930|704420|183761|488350|882451|314147|254829|140719|569786|398947|,262917|989536|549619|358081|602221|60340|196857|327766|254037|900199|548114|81050|733037|161321|369917|,660851|639137|137594|280903|885406|541954|138782|169340|766904|79876|873086|357051|697514|63716|426459|,431075|120111|540706|16943|274281|275140|844844|39522|4044|63467|127515|102758|477087|522971|66902|,1599,124237,19256,1567,51049046048049000000000000000000000000001565,53050053048051046055056000000000000000001565,48046048058000000000000000000000000000001565,48046048053000000000000000000000000000001565,66000000000000000000000000000000000000001565,71000000000000000000000000000000000000001565,49057057051045049048045050058000000000001565,49057057051045049050045049058000000000001565,49057057051045049049045048057000000000001565,67079076076069067084032067079069000000001565,84082085067076000000000000000000000000001565,110103032116111032116104101032102117114106677,32
359791,931717,160199,566100,516818|994300|676361|853440|347833|964815|251563|629|748097|597551|893842|518632|602608|825245|354760|,996197|497174|595518|450596|218802|741247|185040|529944|377744|170577|65532|366807|178591|465545|692673|,102561|948833|349004|918480|630316|457111|462573|656823|721457|659143|333050|188533|638288|686367|923523|,544428|814048|800564|86120|365748|834775|301347|974622|762891|186131|780312|530686|835691|791043|717101|,261321|659508|130868|604586|105916|454537|242428|601963|408332|463607|820733|134303|376447|693454|644374|,840620|485799|264596|203564|784560|882299|379471|351696|950435|515859|304769|373069|834584|292224|271729|,18897|438690|66565|46691|799670|353107|600950|287337|420203|946592|187820|616786|445699|610144|176739|,117953|917850|742387|346608|651226|9248|62080|290977|404565|114563|731094|217011|230964|388093|894900|,883434|462481|661367|406180|697553|999185|94616|991553|655886|297653|591343|478490|207713|759887|350329|,268911|855865|781969|528207|840792|117363|193088|927727|759173|350704|443400|956069|893920|760401|222058|,831637|424463|171730|638417|741672|692181|963072|678402|950929|664024|813528|771248|931899|856381|318078|,87023|960721|726767|757846|760769|841321|234303|153155|884621|199246|74022|460282|809005|982632|418597|,1599,122604,12617,1568,51050046048049000000000000000000000000001565,51051056056056046057055000000000000000001565,48046048051000000000000000000000000000001565,48046048054000000000000000000000000000001565,66000000000000000000000000000000000000001565,71000000000000000000000000000000000000001565,49057057051045049050045048058000000000001565,49057057052045048049045048053000000000001565,49057057051045049050045050057000000000001565,67079076076069067084032067079069000000001565,77065073077000000000000000000000000000001565,103117108097114032116104101111100111108106682,33
62210,8230,132042,499277,383498|566643|117144|484699|633702|139962|94419|694587|674536|999584|358467|139437|339159|832760|205760|,270341|99791|316566|177052|970636|701172|956546|35952|736709|404628|234824|894402|446026|230553|544173|,342992|532884|696295|356476|229691|631256|168664|254526|816083|396687|534865|144775|287867|808719|850049|,985773|73081|472405|329718|931732|862556|172452|743003|134949|567242|571014|944594|864925|747429|357233|,329322|696961|53530|898309|474173|704816|606534|134450|596137|289616|200068|600759|778217|77930|677207|,888069|948367|850|83121|26626|736800|267199|357726|18089|730508|301433|429520|37774|156616|375920|,481607|757247|761930|352232|250589|443782|462816|486674|271275|667788|569390|116279|703452|870808|85442|,834573|798732|193716|239126|571180|586588|706736|153953|787866|710933|999040|48282|779842|160438|462016|,205514|299460|603355|556696|657036|902502|646924|167291|209572|850919|388896|944841|92730|945908|222092|,890133|398962|239668|811405|265088|376360|431678|881901|864900|43661|731434|956084|548813|369689|991365|,884719|594497|63340|705374|856086|991073|161605|186493|863452|170439|443293|46707|272024|625039|37729|,920845|959243|470611|155083|986210|420109|326222|252188|837068|770521|119906|545336|875059|36209|464884|,1599,276504,21518,1569,53046048049000000000000000000000000000001565,57053054052046054049000000000000000000001565,48046048054000000000000000000000000000001565,48046048052000000000000000000000000000001565,66000000000000000000000000000000000000001565,71000000000000000000000000000000000000001565,49057057051045049050045048058000000000001565,49057057051045049050045050054000000000001565,49057057051045049050045050052000000000001565,84065075069032066065067075032082069084086648,65073083000000000000000000000000000000001565,46032115116101097108116104105108121032099677,34
641373,768901,869871,955125,595969|372802|143530|737724|768648|974131|371329|771151|130015|918650|202887|72769|34936|973509|361995|,861941|238626|916124|593218|993792|738628|423834|866836|35501|520373|965561|635648|669338|641211|425350|,209964|994431|46687|387379|55309|454159|650409|222667|575855|510134|553854|1856|583841|685827|515602|,186464|278721|488224|787211|369190|753311|630204|174964|295981|764177|86665|624154|110976|858899|828001|,33927|644684|444696|520580|338456|291831|965489|414076|477181|878473|143769|152673|975629|769352|354523|,109881|383620|486435|217056|664375|750554|570756|862745|730724|793408|76424|184325|485211|565050|253899|,563359|726510|148|512476|371944|911719|969410|113552|413260|113768|143448|31730|603188|165940|480226|,93848|286631|342406|935585|159377|404637|674463|652259|251002|694946|53790|406653|567728|754211|907783|,684712|57119|891545|504870|493942|369209|213839|691980|47151|461955|893073|878136|659532|165833|605171|,191634|238159|829170|61691|467920|862013|797614|721452|313531|204729|590411|549616|301708|680895|411175|,864225|50480|758073|583616|940852|296107|812161|966567|459970|343768|465332|953747|475956|535183|787055|,47122|6987|543199|504937|540635|742794|86458|13037|584382|729280|307696|224690|76668|826614|60884|,1599,69401,9402,1570,52049046048049000000000000000000000000001565,55051057049054046048052000000000000000001565,48046048058000000000000000000000000000001565,48046048049000000000000000000000000000001565,83000000000000000000000000000000000000001565,71000000000000000000000000000000000000001565,49057057051045049049045048058000000000001565,49057057052045048049045050053000000000001565,49057057051045049049045049050000000000001565,84065075069032066065067075032082069084086648,77065073077000000000000000000000000000001565,117110117115117097108032112097099107097104667,35
958169,387891,670065,955067,271234|127218|247268|527202|152010|635819|227637|385583|284453|224326|938410|24720|3413|487314|453488|,51200|132741|871446|865800|20520|827012|526790|827470|165026|623841|753169|887143|710680|213215|234647|,594439|456139|795157|903032|824861|173168|153381|537160|586651|816948|673174|365214|108005|624609|530193|,517324|558165|580441|172725|156136|637097|100798|909143|379017|185674|2804|961753|568270|675513|657214|,723173|519960|135832|589189|641031|84759|535571|836919|560229|372098|433897|345228|570203|816800|232923|,562148|788727|466500|902447|346189|505998|990166|685409|230368|273017|226507|704807|191114|459440|894134|,882912|84840|740992|551224|431832|799500|611436|989203|465722|69725|997534|13277|45011|881435|906696|,236176|117247|275711|468636|714878|85618|869440|728740|759138|338405|174834|313918|629585|173210|5513|,607864|113615|845966|319996|816260|440253|842107|562885|163992|574960|280007|582852|89317|793566|946892|,785219|581937|369330|247493|577877|892691|925695|240145|247639|418827|993360|2407|16472|928699|362653|,196311|161429|753478|213211|78521|490717|217860|650795|285940|807251|958239|349938|418668|314258|372109|,647176|16393|509675|999530|767625|652193|403401|125488|728906|48577|129846|140246|616614|236214|818371|,1600,178289,3298,1567,49051046048049000000000000000000000000001565,50051051057054046051055000000000000000001565,48046048049000000000000000000000000000001565,48046048056000000000000000000000000000001565,79000000000000000000000000000000000000001565,80000000000000000000000000000000000000001565,49057057056045049048045050052000000000001565,49057057056045048057045049053000000000001565,49057057056045049049045048055000000000001565,78079078070000000000000000000000000000001565,82069071032065073083000000000000000000001565,110105099032097099099111117110116115046033666,36
941750,641617,808593,147886,640286|152659|151343|553108|573636|370488|746011|43924|847772|821215|222954|614890|295583|448894|544373|,324166|639450|367175|40449|247624|917667|160438|909248|861723|216486|657466|655856|453611|551453|791805|,792738|654404|35550|343762|621141|357897|263566|986170|512321|785357|545779|591443|971119|738257|481704|,953054|947525|782555|578857|535787|364896|537199|383246|627043|652826|243948|45397|742962|975403|255686|,792856|242063|122603|886044|295197|944937|517045|465078|171212|176432|721512|459868|966267|992765|432007|,754517|118053|299102|987072|717627|233146|49410|106954|653303|759120|416189|797415|144799|624951|261689|,941705|891241|379946|825658|57041|836874|475616|476300|804082|860207|938626|441931|318004|625047|186680|,97423|85589|339723|515869|27890|272778|235963|461905|986431|669923|308599|189036|617720|33868|25862|,48271|52740|504687|847911|140695|283763|815671|624673|27755|465520|105328|217417|287861|737346|317706|,61968|885934|151550|527420|328518|11857|611597|448198|510383|565809|526102|334094|943872|353318|990599|,957612|740471|885667|282949|728769|58388|933859|610670|589506|694263|423106|155911|496851|955351|907880|,968007|383950|199772|512160|77759|126882|939034|224967|258852|471768|159403|261599|628155|659953|408040|,1600,180393,5402,1568,50050046048049000000000000000000000000001565,52049057050056046048053000000000000000001565,48046048057000000000000000000000000000001565,48046048055000000000000000000000000000001565,79000000000000000000000000000000000000001565,80000000000000000000000000000000000000001565,49057057056045049048045048058000000000001565,49057057056045049048045049055000000000001565,49057057056045049048045049051000000000001565,78079078070000000000000000000000000000001565,70079067000000000000000000000000000000001565,116104101108121032115108121108121032113001565,37
619139,168159,874604,543172,788277|235122|404452|772613|419539|496094|77013|34015|43945|400263|660287|169454|983519|793615|364323|,338255|372179|242629|667818|306140|194434|138795|810597|994435|373983|187298|760175|91075|416326|524980|,504495|29762|244106|715710|415098|707341|229098|991928|836501|500204|981539|802338|487704|757281|239135|,735565|981165|31677|776971|329028|589496|359200|566086|216853|870545|65867|757365|986175|607404|29667|,286195|963577|192026|847813|933926|85405|124008|84096|956141|276080|614885|23731|98613|76814|396930|,616388|493483|64721|819642|788747|22384|889840|491832|758039|607575|273599|756759|934500|155911|890700|,629343|90510|166499|113744|821409|304972|843779|261971|238835|95902|706169|107242|957385|614243|787711|,229985|67948|409159|257598|70771|857562|893209|285437|498166|445371|658298|473764|855188|110011|415921|,304300|940467|130376|475228|284582|894838|297322|326273|156964|638877|505529|256643|290440|594632|370880|,240432|207143|443737|189421|171511|937561|977398|737585|822455|865183|244782|213242|818098|893618|90547|,686794|285344|798756|5829|919092|396256|254133|835760|421747|716490|684661|35691|638759|352159|161104|,45410|486445|939234|36219|236494|52825|264000|196218|949887|914771|688618|486411|398203|930123|562691|,1600,340653,10686,1569,54046048049000000000000000000000000000001565,54055053054046052051000000000000000000001565,48046048051000000000000000000000000000001565,48046048055000000000000000000000000000001565,79000000000000000000000000000000000000001565,80000000000000000000000000000000000000001565,49057057056045049048045051049000000000001565,49057057056045048057045050049000000000001565,49057057056045049049045048054000000000001565,78079078070000000000000000000000000000001565,70079067000000000000000000000000000000001565,97114032102111120101115032115108101101113598,38
921330,110209,756570,465845,684194|698598|452151|514462|354053|516257|187538|615016|219368|691554|91984|98999|850438|94812|898660|,846011|278960|966820|224902|401957|785366|64625|3603|497078|277428|446403|880129|245042|484891|209953|,887549|219316|141210|887803|444451|70939|457290|845677|862937|627490|624947|651108|285769|396686|52958|,938971|98361|100672|527416|606399|270984|333866|557216|121265|647047|290526|300622|602281|71537|802498|,26399|47992|450505|875744|226369|564582|898959|631514|136695|334073|739870|732794|652809|706967|797093|,594408|288460|754371|813503|557621|236297|968771|455346|899155|5197|579298|125121|639911|380621|265746|,799726|554487|495923|656745|973968|730366|571017|386572|752972|827871|752641|966185|198323|662582|959326|,71582|826040|157065|920323|351863|457868|240157|605014|324948|543384|986213|722833|99241|248598|27862|,553637|308128|809357|754134|989770|789017|510887|752402|878568|447377|333616|516974|525851|943392|573933|,658648|615335|775068|877911|86966|172792|970588|109299|706301|383828|23831|153103|230563|169695|208234|,345051|702892|232650|567928|477473|315489|422170|980651|725858|330848|962064|889049|11535|904396|173754|,126659|505184|637412|267798|661623|108245|424753|470814|757397|915911|224473|222005|885038|306538|31506|,1601,2466,7467,1567,50052046048049000000000000000000000000001565,52051050050049046054049000000000000000001565,48046048051000000000000000000000000000001565,48046048049000000000000000000000000000001565,79000000000000000000000000000000000000001565,80000000000000000000000000000000000000001565,49057057054045048050045050050000000000001565,49057057054045048049045048052000000000001565,49057057054045048051045049057000000000001565,84065075069032066065067075032082069084086648,70079067000000000000000000000000000000001565,44032114101103117108097114032116105116105667,39
388140,53896,595426,720432,91889|750654|628542|974558|161492|947588|59221|511723|383991|805065|147452|471484|819474|602165|920289|,215904|760865|308113|719751|891521|811562|386182|195358|344245|972782|465726|46846|407028|830892|766247|,881216|389220|85388|736214|755961|913361|797999|862920|644436|657912|767184|208323|720587|579010|627863|,209563|954626|759310|860026|345040|800128|93799|393104|428117|380298|760597|56692|394155|189918|650831|,401042|424236|47561|257358|701201|512420|973605|399548|908829|739418|720563|51403|322448|34924|766288|,711139|165116|513048|769495|642867|148247|732375|15572|451497|307460|247331|558816|991484|330746|799258|,690718|245862|439379|146683|291408|732656|898739|614157|857495|52581|274643|790174|863429|565288|301993|,180265|946464|977634|452726|767761|556150|633427|796267|150346|745176|656010|490809|261975|89972|963376|,434228|970477|111443|227134|924131|271479|671275|562766|765414|835827|952098|347471|355140|509177|711904|,147347|316753|505500|543695|740035|810424|427113|473842|485362|635691|501708|234527|851278|287140|181651|,101722|442803|156694|597258|220752|604825|748853|142852|487341|564078|340063|187835|748506|392255|503653|,501071|447446|987855|579514|359978|424624|365258|360759|30981|420318|139795|557193|757891|575742|763258|,1601,325446,10463,1568,51052046048049000000000000000000000000001565,54052055051049046053057000000000000000001565,48046048055000000000000000000000000000001565,48046048057000000000000000000000000000001565,79000000000000000000000000000000000000001565,80000000000000000000000000000000000000001565,49057057054045048049045050051000000000001565,49057057054045048049045048055000000000001565,49057057054045048049045050056000000000001565,68069076073086069082032073078032080069083649,82065073077000000000000000000000000000001565,115032097114101032099097114101102117108109687,40
170936,995771,711142,212361,249876|591635|662121|981949|500158|84999|234089|79570|57552|322569|810900|975736|22378|194371|834173|,884513|397466|655800|41495|913852|289959|216584|56464|72764|146106|432978|157640|715857|665066|748980|,545260|707192|941667|752110|367731|3374|58866|787556|841525|299904|589103|171714|374883|823550|956678|,303866|12199|324301|335844|425640|919321|144988|803132|979415|794202|795759|355699|721693|491409|497175|,352302|224097|435136|912258|632373|748989|877954|613870|988420|524606|136099|378873|140270|471304|28700|,91797|246383|562007|818793|344215|336652|350944|599433|70574|384809|736726|5842|86960|705255|494152|,88174|530448|663799|542951|90422|621996|940224|81830|504489|663875|361193|334586|910344|634116|111939|,530817|899026|167105|583446|330303|346455|10819|639303|485955|101371|891511|172066|59304|614922|276741|,581258|725687|613938|575169|728506|321898|267297|91578|27255|940107|399100|193456|372052|870203|310328|,836516|833441|504463|534105|253319|593906|897941|577861|227732|303495|690484|357508|384953|632989|591345|,6615|747504|547024|430606|96434|151149|352363|999949|498647|436080|496462|323410|949647|325626|324411|,823718|348168|519452|142333|775704|611590|937578|857013|627710|257735|612879|756034|389337|682360|706426|,1601,243357,18394,1569,55046048049000000000000000000000000000001565,49050049050057046052055000000000000000001565,48046048055000000000000000000000000000001565,48046048053000000000000000000000000000001565,79000000000000000000000000000000000000001565,80000000000000000000000000000000000000001565,49057057054045048049045049058000000000001565,49057057053045049050045050051000000000001565,49057057054045048049045050058000000000001565,78079078070000000000000000000000000000001565,77065073077000000000000000000000000000001565,32116104101032099097114101102117108108122598,41
423116,900246,770573,69558,369901|580081|925697|943704|869117|852404|833962|486673|281913|228381|49015|510820|952591|989534|765066|,696881|454537|294910|474540|419119|568787|469021|776177|318136|554347|622228|149225|675646|514532|252859|,312384|253211|377046|295044|488307|964487|859301|177092|43375|845667|110125|513426|724040|93298|116679|,418504|855890|764775|746555|226471|910368|135704|689922|89303|870679|238866|821110|224139|34221|928135|,502936|968835|297476|767715|659581|252139|464541|758844|806231|649761|478586|398568|856284|928276|670037|,712360|866389|660487|775094|811393|995333|418229|274293|823851|189044|503311|823244|845731|215703|459681|,233048|550555|154653|635026|800108|94674|605336|299274|791890|238014|169222|852078|816159|672164|20796|,206855|596274|960074|746606|647680|836873|143621|562909|114958|470207|271020|737629|837162|345382|824621|,576770|271546|614333|679933|197031|446030|546446|466539|181850|153413|422311|172302|361127|936080|875954|,937053|617024|357710|960692|422877|119110|182551|714910|509557|71414|723092|596179|789021|532979|943115|,703479|757109|716075|852153|443824|939442|832425|922136|666493|303091|97015|53248|549615|825458|659438|,10282|452743|705237|146652|83151|64622|914276|627856|484783|603659|249750|92036|557869|512773|510212|,1601,171915,16924,1570,50053046048049000000000000000000000000001565,51053052056051046053049000000000000000001565,48046048055000000000000000000000000000001565,48046048054000000000000000000000000000001565,79000000000000000000000000000000000000001565,80000000000000000000000000000000000000001565,49057057053045049049045050055000000000001565,49057057053045049050045050054000000000001565,49057057053045049050045050050000000000001565,68069076073086069082032073078032080069083649,83072073081000000000000000000000000000001565,32113117105099107108121032117110116106001565,42
572840,410711,368533,805247,301703|927492|745158|419837|397464|106262|605516|767598|742691|297888|695998|570157|439950|211297|739314|,652050|986244|330541|85812|673188|262209|957292|377314|628331|938812|772540|174119|372196|58096|617970|,291794|240654|441609|945918|149714|13794|909416|850860|577040|20959|499603|773127|432233|389955|507516|,817240|148295|187861|861420|488652|758875|720671|531020|880435|259385|445626|727312|851749|718287|343553|,214400|891519|548163|625128|742053|331979|330217|746853|110668|936638|109918|464716|825209|429146|211716|,166136|618540|661108|758170|584933|281289|167120|255670|698651|685606|939752|744674|26885|119926|90763|,967569|952544|307276|706786|827516|253775|778959|645199|694494|977611|47481|863022|202376|460023|186507|,196733|903585|400081|100561|716760|707070|270405|60493|268125|582298|252572|86275|583790|228082|845329|,205216|802388|139008|507780|43464|833601|293777|216968|331579|967406|408261|627223|983331|855971|988387|,322917|259452|403989|603222|884049|728992|239593|629000|609016|703406|444951|626970|124964|650454|346281|,402173|37666|161988|378915|834032|138225|100327|718077|971798|371990|94493|547852|63603|212749|944637|,129279|625475|279194|522368|533444|494647|513149|184588|177930|717709|884675|875935|983586|371658|564025|,1601,241399,11422,1571,51052046048049000000000000000000000000001565,54048050055053046056057000000000000000001565,48046048057000000000000000000000000000001565,48046048055000000000000000000000000000001565,79000000000000000000000000000000000000001565,80000000000000000000000000000000000000001565,49057057053045049049045048057000000000001565,49057057054045048049045049054000000000001565,49057057053045049049045050055000000000001565,67079076076069067084032067079069000000001565,77065073077000000000000000000000000000001565,46032115105108101110116044032117110117116683,43
411669,383935,812503,619324,508373|728924|499958|427052|139614|162748|371167|769983|315434|160525|611067|975217|117436|494054|47676|,891801|566923|94127|441239|274647|735371|269920|87711|255402|452052|136610|558399|57566|676465|429521|,599956|592162|135624|987363|908965|61048|916577|275682|154176|541637|68052|882773|584626|811528|811027|,927357|103458|251623|384850|219579|242826|345765|982927|149519|893779|907120|935361|102139|781005|931031|,292193|705861|466248|653785|992335|18716|305169|394009|357091|332306|40716|852653|293905|389896|975787|,686613|821624|685223|427976|189832|790471|995274|104741|721642|931276|399609|296637|246235|422683|265745|,802502|41961|930967|960767|957254|413797|971616|389675|987407|91091|795545|226353|790041|154427|832212|,285514|916922|12956|781213|891209|249348|868096|786272|962946|740539|631659|54711|417989|56305|709293|,687956|407560|265280|698263|648008|142754|707876|629898|514093|938676|429299|203499|500854|447970|903097|,537202|604369|464255|595508|895906|618998|54855|445609|710483|162384|837957|719393|420523|139140|877653|,102467|95083|579234|754116|470351|829541|325351|165011|717300|499980|799404|429403|645711|324131|592175|,167306|885378|992920|564221|928459|879468|928106|713720|647428|502986|811332|588170|887225|832682|217710|,1601,63090,8094,1572,50056046048049000000000000000000000000001565,52049053057052046053055000000000000000001565,48046048052000000000000000000000000000001565,48046048051000000000000000000000000000001565,79000000000000000000000000000000000000001565,80000000000000000000000000000000000000001565,49057057054045048050045048050000000000001565,49057057053045049050045050053000000000001565,49057057054045048050045050057000000000001565,67079076076069067084032067079069000000001565,82065073077000000000000000000000000000001565,108121032097108111110103115105100101032112668,44
