-90646,299748,-802675,-433933,-983893|-895932|-106850|-62498|-990509|-884509|-434192|-967553|-570296|-736397|-865658|-363582|-945842|-617685|-541985|,-678295|-698274|-786720|-371637|-351682|-338849|-205055|-91237|-20398|-129143|-354837|-339451|-212314|-616696|-212328|,-672736|-352938|-425445|-29663|-863548|-134950|-470525|-307192|-240171|-137610|-733121|-12279|-312463|-736170|-829388|,-715965|-341096|-61644|-674545|-165842|-358822|-640443|-806833|-899783|-162099|-718512|-613242|-200932|-530717|-809872|,-299984|-466023|-267265|-740029|-762304|-557992|-263098|-992964|-391774|-647874|-770667|-871326|-351139|-883755|-957036|,-898282|-271524|-408613|-987150|-550200|-534677|-327693|-853581|-887000|-726783|-860497|-161297|-214640|-162720|-457855|,-766295|-912706|-417613|-474154|-329887|-827495|-307033|-371453|-1803|-88796|-686318|-409918|-752452|-160290|-175218|,-112805|-917233|-757257|-922883|-12722|-682025|-177770|-170380|-137568|-136219|-164174|-906277|-834352|-98945|-969425|,-428211|-897945|-891943|-27452|-611838|-958485|-35319|-426663|-609909|-422640|-832515|-79289|-581312|-341424|-549609|,-752286|-782042|-808608|-12772|-552585|-653129|-635797|-475417|-620111|-684317|-251659|-617461|-42305|-602872|-399590|,-761695|-472406|-252217|-900204|-832411|-638230|-353723|-472797|-155807|-80985|-433685|-711843|-201911|-243928|-782248|,-476567|-530509|-76860|-583205|-168116|-153710|-213834|-676667|-714557|-876576|-894916|-814068|-272331|-334502|-686154|,1076,396885,1905,1046,51050046048049000000000000000000000000001043,54049057055056046053055000000000000000001043,48046048051000000000000000000000000000001043,48046048049000000000000000000000000000001043,79000000000000000000000000000000000000001043,80000000000000000000000000000000000000001043,49057057053045048056045049053000000000001043,49057057053045049048045048056000000000001043,49057057053045048056045050056000000000001043,67079076076069067084032067079069000000001043,65073083000000000000000000000000000000001043,108105116104101108121032114101103117108098158,27
-865938,-809311,-590467,-444204,-420704|-874047|-114416|-536211|-150552|-171258|-701405|-187799|-276030|-881839|-311909|-113451|-306299|-37383|-796713|,-397864|-519525|-679535|-306275|-641877|-716995|-133888|-93132|-797537|-546717|-154723|-736798|-850670|-452211|-5612|,-664258|-946527|-820635|-748138|-516873|-673600|-662125|-652920|-521207|-803468|-193872|-522538|-477442|-919508|-510412|,-448042|-460518|-111252|-868979|-158176|-470528|-909773|-488980|-556949|-925391|-2982|-76842|-501093|-848805|-796720|,-345692|-351492|-265358|-796597|-145253|-436436|-557758|-506470|-429329|-245147|-77217|-337115|-160669|-750038|-437056|,-719056|-932080|-125990|-364301|-846827|-924186|-259241|-831051|-904657|-749069|-191844|-326876|-811064|-411836|-237212|,-977758|-27885|-995709|-624822|-56673|-857041|-339695|-866954|-63043|-562274|-164437|-716072|-112655|-926825|-593914|,-979054|-529283|-420073|-423916|-719966|-846451|-794679|-542676|-810256|-390585|-12110|-551890|-918207|-619623|-72955|,-418271|-980920|-362186|-458866|-454950|-307111|-998971|-690483|-255743|-603753|-911912|-966600|-63311|-229025|-936372|,-214077|-572381|-408430|-757393|-881362|-318177|-446277|-845433|-718687|-580972|-653755|-744454|-148360|-245387|-340220|,-930442|-799728|-934232|-537524|-522227|-39317|-472685|-468428|-538735|-581813|-609623|-280326|-91588|-62349|-233171|,-953747|-803527|-317056|-609195|-746082|-662098|-457507|-122565|-90325|-562662|-307989|-987485|-774261|-802785|-319608|,1076,89365,14370,1047,50046048049000000000000000000000000000001043,50054049056046054053000000000000000000001043,48046048058000000000000000000000000000001043,48046048051000000000000000000000000000001043,79000000000000000000000000000000000000001043,80000000000000000000000000000000000000001043,49057057053045048056045048056000000000001043,49057057053045049048045048056000000000001043,49057057053045048056045050052000000000001043,68069076073086069082032073078032080069083127,65073083000000000000000000000000000000001043,32101120112114101115115032097099099111118154,28
-574037,-547808,-123311,-423493,-421779|-348375|-759961|-601690|-762023|-136989|-276357|-897458|-473723|-370313|-319126|-222307|-526835|-429165|-160757|,-791716|-220459|-92281|-208789|-678560|-659637|-734135|-189627|-632405|-392320|-470649|-704511|-560572|-970221|-64058|,-221625|-720199|-553737|-150842|-609694|-281679|-842156|-80486|-417985|-757973|-147658|-199808|-913105|-563631|-139717|,-342717|-615602|-524633|-946258|-88873|-894869|-799886|-214834|-711696|-851638|-861552|-994268|-267437|-265170|-888065|,-541760|-233770|-973259|-477499|-432558|-729089|-365850|-639227|-86675|-434283|-575576|-745537|-613912|-184240|-957225|,-868909|-64221|-845789|-817541|-386821|-195062|-822740|-401892|-37065|-174888|-531133|-883846|-838663|-753985|-387738|,-486546|-203103|-261247|-410091|-187984|-693827|-725111|-661308|-999297|-888895|-254446|-545200|-414909|-694940|-822905|,-535699|-890752|-940391|-726080|-234543|-430403|-735285|-103569|-819012|-36984|-80954|-145085|-369676|-675998|-687869|,-432952|-999029|-45951|-569188|-225400|-237538|-245381|-66464|-927404|-257415|-170786|-784807|-283345|-203578|-226086|,-94496|-523224|-920867|-588066|-304512|-119596|-324883|-75332|-74033|-651283|-402455|-6049|-367559|-143684|-829314|,-887880|-347865|-422933|-504126|-57291|-545093|-759576|-403397|-519745|-633836|-75206|-552568|-762262|-97198|-505936|,-194702|-216844|-152348|-470462|-799019|-970723|-637242|-491859|-644474|-497564|-230716|-843910|-168242|-175742|-699849|,1076,6529,16530,1048,52046048049000000000000000000000000000001043,53053054049046057051000000000000000000001043,48046048058000000000000000000000000000001043,48046048052000000000000000000000000000001043,79000000000000000000000000000000000000001043,80000000000000000000000000000000000000001043,49057057053045048056045048053000000000001043,49057057053045049048045048050000000000001043,49057057053045048057045048052000000000001043,78079078070000000000000000000000000000001043,82069071032065073083000000000000000000001043,101032115108121108121032102105110097108033156,29
-52696,-33507,-302698,-159162,-36320|-540320|-217478|-366059|-579882|-299146|-909641|765|-942162|-875509|-314203|-846855|-741504|-552298|-721614|,-898515|-737799|-672235|-326060|-522228|-122234|-803874|-992192|-31320|-71728|-695281|-221047|-446593|-876473|-196143|,-966938|-357502|-971956|-121824|-59644|-177917|-99426|-945598|-490211|-883343|-890860|-517389|-84643|-973332|-260981|,-243024|-860464|-12498|-269242|-845888|-315634|-727239|-76896|-644595|-79055|-625235|-89976|-517001|-985621|-757558|,-759528|-598512|-926118|-647841|-235514|-483518|-349669|-164966|-86309|-878501|-369090|-112690|-614888|-509829|-542948|,-356051|-497410|-116508|-283826|-1909|-144180|-409944|-285885|-971261|-620732|-102413|-168909|-248601|-245100|-752834|,-940092|-277893|-564181|-263704|-898352|-619464|-347751|-951322|-511603|-104001|-810959|-912388|-213019|-66835|-16665|,-987031|-342079|-349452|-310125|-653489|-610346|-349507|-65700|-456187|-609032|-868874|-61354|-950849|-673278|-74701|,-146134|-17488|-867754|-874168|-411856|-230542|-473141|-785651|-341826|-627021|-516411|-426279|-934965|-242782|-872482|,-71095|-936823|-644800|-439164|-488628|-440662|-6659|-396918|-959995|-476376|-614739|-842873|-415922|-270609|-566502|,-320957|-136178|-726333|-938027|-511597|-846825|-341360|-561990|-122124|-54716|-676424|-80046|-563150|-723912|-672490|,-366891|-780729|-19155|-117541|-247943|-538615|-834592|-981892|-966586|-149601|-361196|-560013|-873135|-934956|-549691|,1076,172665,17674,1049,52052046048049000000000000000000000000001043,55052052055053046050057000000000000000001043,48046048054000000000000000000000000000001043,48046048055000000000000000000000000000001043,79000000000000000000000000000000000000001043,80000000000000000000000000000000000000001043,49057057053045048056045050057000000000001043,49057057053045048056045050049000000000001043,49057057053045048057045049053000000000001043,68069076073086069082032073078032080069083127,65073083000000000000000000000000000000001043,115121109112116111116101115032110097103033141,30
-148880,-579310,-290635,-767282,-745097|-531227|-565891|-757337|-237575|-792823|-939833|-118079|-942721|-342113|-587052|-644185|-4547|-532628|-379209|,-210553|-541479|-810665|-678935|-485272|-99629|-37937|-141928|-981883|-673174|-151603|-877772|-733659|-250018|-944604|,-181511|-516770|-582267|-725181|-583309|-146391|-980593|-721903|-107908|-927909|-432586|-403382|-15754|-363903|-556178|,-404974|-814281|-347321|-319487|-270022|-201294|-118431|-663212|-34918|-579916|-593176|-850176|-164699|-766605|-751976|,-839094|-253789|-619352|-320447|-597312|-35369|-637796|-794283|-897282|-664049|-542239|-593490|-453177|-964147|-11931|,-784948|-336238|-177191|-224086|-609773|-112502|-879313|-424804|-381456|-240623|-323255|-514555|-668591|-612505|-71661|,-275473|-450476|-59004|-392510|-298770|-915823|-631695|-595259|-635770|-638008|-791821|-628353|-295167|-268139|-116385|,-851472|-788225|-521027|-428442|-44447|-278276|-552667|-665353|-16397|-76626|-624981|-989078|-534008|-361896|-684452|,-883946|-930649|-661336|-48565|-230786|-543650|-852147|-93042|-704812|-793801|-173668|-922943|-15334|-948451|-714903|,-997176|-802541|-999179|-958593|-455920|-474874|-83850|-236720|-61897|-594434|-261377|-911856|-618516|-817271|-347437|,-464670|-116096|-759877|-327221|-69614|-699098|-578207|-90496|-237454|-294562|-866714|-163310|-75126|-657032|-406690|,-328611|-751132|-138286|-131820|-138860|-616700|-87666|-864592|-427878|-838940|-982898|-563989|-485098|-238677|-583604|,1076,24274,9276,1050,54046048049000000000000000000000000000001043,54057049057046051057000000000000000000001043,48046048053000000000000000000000000000001043,48046048052000000000000000000000000000001043,79000000000000000000000000000000000000001043,80000000000000000000000000000000000000001043,49057057053045048055045050050000000000001043,49057057053045048057045050052000000000001043,49057057053045048055045050054000000000001043,67079076076069067084032067079069000000001043,82065073077000000000000000000000000000001043,32103105102116115032099097106111108101033143,31
-63849,-312274,-681564,-394715,-252088|-971124|-523348|-900509|-530079|-763278|-752620|-859930|-85597|-520268|-577774|-370112|-271444|-851375|-560578|,-168854|-101034|-695723|-733540|-602756|-513814|-374164|-177875|-4815|-682229|-996218|-56364|-580173|-851184|-809092|,-914792|-317715|-599767|-335880|-519782|-175181|-158134|-956505|-46995|-695749|-982804|-721267|-590912|-534283|-460881|,-415512|-272245|-445962|-174011|-193011|-857610|-482338|-410461|-383111|-899817|-109129|-564558|-834264|-51455|-424079|,-974615|-834094|-150497|-21549|-353488|-776883|-434369|-592946|-107165|-906918|-687541|-255943|-940691|-820776|-131488|,-368110|-227564|-534516|-67071|-642722|-146873|-38956|-730194|-34691|-764257|-351630|-990180|-763211|-851192|-670085|,-271919|-330760|-578665|-826640|-718094|-670023|-105053|-353479|-68759|-228391|-5938|-525944|-237382|-651971|-122542|,-164069|-367664|-251224|-247341|-743208|-366132|-922410|-915284|-129758|-994343|-968152|-874940|-890812|-707977|-742650|,-875071|-205813|-576062|-118086|-697243|-599881|-704371|-183716|-488302|-882395|-313148|-253830|-139720|-568787|-397948|,-262850|-989457|-549543|-358005|-602152|-60273|-196773|-327734|-253970|-900120|-548046|-80051|-732038|-160322|-368918|,-660767|-639055|-137509|-280836|-885331|-540955|-137783|-168341|-765905|-78877|-872087|-356052|-696515|-62717|-425460|,-430965|-120008|-540674|-16827|-274170|-275108|-844728|-39418|-3943|-63435|-127413|-102641|-476973|-522866|-66791|,1077,123715,18734,1045,51049046048049000000000000000000000000001043,53050053048051046055056000000000000000001043,48046048058000000000000000000000000000001043,48046048053000000000000000000000000000001043,66000000000000000000000000000000000000001043,71000000000000000000000000000000000000001043,49057057051045049048045050058000000000001043,49057057051045049050045049058000000000001043,49057057051045049049045048057000000000001043,67079076076069067084032067079069000000001043,84082085067076000000000000000000000000001043,110103032116111032116104101032102117114106155,32
-359758,-810679,-149148,-566098,-516767|-994250|-676315|-853392|-347785|-963816|-250564|370|-747098|-596552|-892843|-517633|-601609|-824246|-353761|,-996146|-497123|-595462|-450540|-218746|-741201|-184983|-529890|-376745|-169578|-64533|-365808|-177592|-464546|-691674|,-102513|-948787|-348956|-918430|-629317|-456112|-461574|-655824|-720458|-658144|-332051|-187534|-637289|-685368|-922524|,-544380|-814002|-800516|-86067|-364749|-833776|-300348|-973623|-761892|-185132|-779313|-529687|-834692|-790044|-716102|,-261256|-658509|-129869|-603587|-104917|-453538|-241429|-600964|-407333|-462608|-819734|-133304|-375448|-692455|-643375|,-840550|-484800|-263597|-202565|-783561|-881300|-378472|-350697|-949436|-514860|-303770|-372070|-833585|-291225|-270730|,-18848|-438633|-66508|-46640|-799625|-353058|-600900|-287292|-420155|-946535|-186821|-615787|-444700|-609145|-175740|,-117904|-917793|-742330|-346556|-651181|-9200|-62031|-290932|-404517|-114511|-730095|-216012|-229965|-387094|-893901|,-883385|-462424|-661310|-406129|-697508|-999136|-94566|-991508|-655836|-297597|-590344|-477491|-206714|-758888|-349330|,-268844|-855786|-781893|-528131|-840723|-117296|-193004|-927695|-759106|-350625|-443332|-955070|-892921|-759402|-221059|,-831560|-424398|-171657|-638341|-740673|-691182|-962073|-677403|-949930|-663025|-812529|-770249|-930900|-855382|-317079|,-86920|-960604|-726659|-757749|-760655|-841289|-234187|-153051|-884520|-199135|-73922|-460171|-808897|-982527|-418481|,1077,122082,12095,1046,51050046048049000000000000000000000000001043,51051056056056046057055000000000000000001043,48046048051000000000000000000000000000001043,48046048054000000000000000000000000000001043,66000000000000000000000000000000000000001043,71000000000000000000000000000000000000001043,49057057051045049050045048058000000000001043,49057057052045048049045048053000000000001043,49057057051045049050045050057000000000001043,67079076076069067084032067079069000000001043,77065073077000000000000000000000000000001043,103117108097114032116104101111100111108106160,33
-62177,266708,-112090,-499274,-383445|-566597|-117096|-484651|-632703|-138963|-93420|-693588|-673537|-998585|-357468|-138438|-338160|-831761|-204761|,-270284|-99738|-316512|-177000|-970590|-701118|-956498|-34953|-735710|-403629|-233825|-893403|-445027|-229554|-543174|,-342944|-532838|-696247|-356423|-228692|-630257|-167665|-253527|-815084|-395688|-533866|-143776|-286868|-807720|-849050|,-985725|-73035|-472357|-329667|-930733|-861557|-171453|-742004|-133950|-566243|-570015|-943595|-863926|-746430|-356234|,-329257|-695962|-52531|-897310|-473174|-703817|-605535|-133451|-595138|-288617|-199069|-599760|-777218|-76931|-676208|,-887999|-947368|149|-82122|-25627|-735801|-266200|-356727|-17090|-729509|-300434|-428521|-36775|-155617|-374921|,-481558|-757190|-761873|-352181|-250544|-443733|-462766|-486629|-271227|-667731|-568391|-115280|-702453|-869809|-84443|,-834524|-798675|-193659|-239075|-571135|-586539|-706686|-153908|-787816|-710880|-998041|-47283|-778843|-159439|-461017|,-205465|-299403|-603298|-556645|-656991|-902453|-646874|-167246|-209522|-850868|-387897|-943842|-91731|-944909|-221093|,-890049|-398897|-239593|-811336|-265056|-376294|-431613|-881834|-864825|-43629|-731352|-956015|-548729|-369604|-991283|,-884654|-594424|-63258|-704375|-855087|-990074|-160606|-185494|-862453|-169440|-442294|-45708|-271025|-624040|-36730|,-920799|-959211|-470496|-154967|-986109|-420012|-326114|-252072|-836964|-770416|-119798|-545215|-875027|-36111|-464773|,1077,275982,20996,1047,53046048049000000000000000000000000000001043,57053054052046054049000000000000000000001043,48046048054000000000000000000000000000001043,48046048052000000000000000000000000000001043,66000000000000000000000000000000000000001043,71000000000000000000000000000000000000001043,49057057051045049050045048058000000000001043,49057057051045049050045050054000000000001043,49057057051045049050045050052000000000001043,84065075069032066065067075032082069084086126,65073083000000000000000000000000000000001043,46032115116101097108116104105108121032099155,34
-641340,-701066,-862035,-955121,-595917|-372753|-143484|-737676|-768600|-973132|-370330|-770152|-129016|-917651|-201888|-71770|-33937|-972510|-360996|,-861886|-238575|-916067|-593169|-993738|-738582|-423786|-866785|-34502|-519374|-964562|-634649|-668339|-640212|-424351|,-209916|-994385|-46639|-387322|-54310|-453160|-649410|-221668|-574856|-509135|-552855|-857|-582842|-684828|-514603|,-186416|-278675|-488176|-787163|-368191|-752312|-629205|-173965|-294982|-763178|-85666|-623155|-109977|-857900|-827002|,-33845|-643685|-443697|-519581|-337457|-290832|-964490|-413077|-476182|-877474|-142770|-151674|-974630|-768353|-353524|,-109811|-382621|-485436|-216057|-663376|-749555|-569757|-861746|-729725|-792409|-75425|-183326|-484212|-564051|-252900|,-563310|-726453|-91|-512425|-371899|-911670|-969361|-113507|-413212|-113711|-142449|-30731|-602189|-164941|-479227|,-93799|-286574|-342349|-935533|-159332|-404589|-674414|-652214|-250952|-694894|-52791|-405654|-566729|-753212|-906784|,-684663|-57062|-891488|-504819|-493897|-369160|-213790|-691935|-47102|-461906|-892074|-877137|-658533|-164834|-604172|,-191550|-238094|-829095|-61622|-467888|-861947|-797549|-721385|-313456|-204697|-590329|-549547|-301624|-680810|-411093|,-864148|-50415|-758000|-583540|-939853|-295108|-811162|-965568|-458971|-342769|-464333|-952748|-474957|-534184|-786056|,-47005|-6877|-543082|-504822|-540518|-742697|-86350|-13005|-584270|-729183|-307597|-224583|-76571|-826511|-60783|,1077,68879,8880,1048,52049046048049000000000000000000000000001043,55051057049054046048052000000000000000001043,48046048058000000000000000000000000000001043,48046048049000000000000000000000000000001043,83000000000000000000000000000000000000001043,71000000000000000000000000000000000000001043,49057057051045049049045048058000000000001043,49057057052045048049045050053000000000001043,49057057051045049049045049050000000000001043,84065075069032066065067075032082069084086126,77065073077000000000000000000000000000001043,117110117115117097108032112097099107097104145,35
-958135,-211168,-668333,-955066,-271185|-127167|-247222|-527154|-151962|-634820|-226638|-384584|-283454|-223327|-937411|-23721|-2414|-486315|-452489|,-51150|-132690|-871395|-865743|-20466|-826966|-526739|-827416|-164027|-622842|-752170|-886144|-709681|-212216|-233648|,-594391|-456093|-795109|-902984|-823862|-172169|-152382|-536161|-585652|-815949|-672175|-364215|-107006|-623610|-529194|,-517276|-558119|-580393|-172670|-155137|-636098|-99799|-908144|-378018|-184675|-1805|-960754|-567271|-674514|-656215|,-723095|-518961|-134833|-588190|-640032|-83760|-534572|-835920|-559230|-371099|-432898|-344229|-569204|-815801|-231924|,-562069|-787728|-465501|-901448|-345190|-504999|-989167|-684410|-229369|-272018|-225508|-703808|-190115|-458441|-893135|,-882863|-84783|-740935|-551168|-431787|-799451|-611388|-989158|-465672|-69674|-996535|-12278|-44012|-880436|-905697|,-236127|-117190|-275654|-468580|-714833|-85570|-869383|-728695|-759089|-338353|-173835|-312919|-628586|-172211|-4514|,-607815|-113558|-845909|-319940|-816215|-440204|-842058|-562840|-163944|-574906|-279008|-581853|-88318|-792567|-945893|,-785141|-581858|-369252|-247424|-576878|-891692|-924696|-239146|-246640|-417828|-992361|-1408|-15473|-927700|-361654|,-196229|-161360|-753407|-213179|-78456|-490644|-217778|-649796|-284941|-806252|-957240|-348939|-417669|-313259|-371110|,-647066|-16288|-509576|-999498|-767528|-652094|-403302|-125377|-728789|-48467|-129730|-140131|-616568|-236182|-818271|,1078,177767,2776,1045,49051046048049000000000000000000000000001043,50051051057054046051055000000000000000001043,48046048049000000000000000000000000000001043,48046048056000000000000000000000000000001043,79000000000000000000000000000000000000001043,80000000000000000000000000000000000000001043,49057057056045049048045050052000000000001043,49057057056045048057045049053000000000001043,49057057056045049049045048055000000000001043,78079078070000000000000000000000000000001043,82069071032065073083000000000000000000001043,110105099032097099099111117110116115046033144,36
-941716,-462790,-804757,-147884,-640236|-152609|-151297|-553060|-573588|-369489|-745012|-42925|-846773|-820216|-221955|-613891|-294584|-447895|-543374|,-324114|-639401|-367118|-40399|-247568|-917621|-160390|-909196|-860724|-215487|-656467|-654857|-452612|-550454|-790806|,-792690|-654358|-35502|-343706|-620142|-356898|-262567|-985171|-511322|-784358|-544780|-590444|-970120|-737258|-480705|,-953006|-947479|-782507|-578803|-534788|-363897|-536200|-382247|-626044|-651827|-242949|-44398|-741963|-974404|-254687|,-792778|-241064|-121604|-885045|-294198|-943938|-516046|-464079|-170213|-175433|-720513|-458869|-965268|-991766|-431008|,-754438|-117054|-298103|-986073|-716628|-232147|-48411|-105955|-652304|-758121|-415190|-796416|-143800|-623952|-260690|,-941656|-891184|-379889|-825602|-56996|-836825|-475568|-476255|-804034|-860150|-937627|-440932|-317005|-624048|-185681|,-97374|-85532|-339666|-515813|-27845|-272729|-235915|-461860|-986382|-669869|-307600|-188037|-616721|-32869|-24863|,-48222|-52683|-504630|-847855|-140650|-283714|-815623|-624628|-27706|-465470|-104329|-216418|-286862|-736347|-316707|,-61890|-885855|-151472|-527351|-327519|-10858|-610598|-447199|-509384|-564810|-525103|-333095|-942873|-352319|-989600|,-957542|-740392|-885601|-281950|-727770|-57389|-932860|-609671|-588507|-693264|-422107|-154912|-495852|-954352|-906881|,-967891|-383846|-199671|-512052|-77638|-126850|-938919|-224859|-258731|-471660|-159282|-261567|-628043|-658954|-407041|,1078,179871,4880,1046,50050046048049000000000000000000000000001043,52049057050056046048053000000000000000001043,48046048057000000000000000000000000000001043,48046048055000000000000000000000000000001043,79000000000000000000000000000000000000001043,80000000000000000000000000000000000000001043,49057057056045049048045048058000000000001043,49057057056045049048045049055000000000001043,49057057056045049048045049051000000000001043,78079078070000000000000000000000000000001043,70079067000000000000000000000000000000001043,116104101108121032115108121108121032113001043,37
-619105,170928,-865484,-543169,-788223|-235076|-404404|-772565|-418540|-495095|-76014|-33016|-42946|-399264|-659288|-168455|-982520|-792616|-363324|,-338201|-372124|-242576|-667764|-306094|-194382|-138745|-809598|-993436|-372984|-186299|-759176|-90076|-415327|-523981|,-504447|-29716|-244058|-715660|-414099|-706342|-228099|-990929|-835502|-499205|-980540|-801339|-486705|-756282|-238136|,-735517|-981119|-31629|-776917|-328029|-588497|-358201|-565087|-215854|-869546|-64868|-756366|-985176|-606405|-28668|,-286117|-962578|-191027|-846814|-932927|-84406|-123009|-83097|-955142|-275081|-613886|-22732|-97614|-75815|-395931|,-616309|-492484|-63722|-818643|-787748|-21385|-888841|-490833|-757040|-606576|-272600|-755760|-933501|-154912|-889701|,-629294|-90453|-166442|-113688|-821364|-304923|-843731|-261926|-238784|-95854|-705170|-106243|-956386|-613244|-786712|,-229936|-67891|-409102|-257542|-70726|-857514|-893152|-285392|-498116|-445323|-657299|-472765|-854189|-109012|-414922|,-304251|-940410|-130319|-475172|-284537|-894789|-297273|-326228|-156916|-638824|-504530|-255644|-289441|-593633|-369881|,-240354|-207064|-443659|-189352|-170512|-936562|-976399|-736586|-821456|-864184|-243783|-212243|-817099|-892619|-89548|,-686724|-285265|-798690|-4830|-918093|-395257|-253134|-834761|-420748|-715491|-683662|-34692|-637760|-351160|-160105|,-45313|-486331|-939202|-36117|-236383|-52705|-263899|-196103|-949855|-914656|-688510|-486310|-398102|-930011|-562659|,1078,340131,10164,1047,54046048049000000000000000000000000000001043,54055053054046052051000000000000000000001043,48046048051000000000000000000000000000001043,48046048055000000000000000000000000000001043,79000000000000000000000000000000000000001043,80000000000000000000000000000000000000001043,49057057056045049048045051049000000000001043,49057057056045048057045050049000000000001043,49057057056045049049045048054000000000001043,78079078070000000000000000000000000000001043,70079067000000000000000000000000000000001043,97114032102111120101115032115108101101113076,38
-921295,-109309,-750669,-465844,-684144|-698546|-452105|-514414|-354005|-515258|-186539|-614017|-218369|-690555|-90985|-98000|-849439|-93813|-897661|,-845959|-278909|-966770|-224852|-401908|-785320|-64571|-3555|-496079|-276429|-445404|-879130|-244043|-483892|-208954|,-887501|-219270|-141162|-887753|-443452|-69940|-456291|-844678|-861938|-626491|-623948|-650109|-284770|-395687|-51959|,-938923|-98315|-100624|-527368|-605400|-269985|-332867|-556217|-120266|-646048|-289527|-299623|-601282|-70538|-801499|,-26321|-46993|-449506|-874745|-225370|-563583|-897960|-630515|-135696|-333074|-738871|-731795|-651810|-705968|-796094|,-594329|-287461|-753372|-812504|-556622|-235298|-967772|-454347|-898156|-4198|-578299|-124122|-638912|-379622|-264747|,-799677|-554430|-495866|-656691|-973923|-730318|-570967|-386527|-752922|-827822|-751642|-965186|-197324|-661583|-958327|,-71533|-825983|-157008|-920269|-351818|-457820|-240108|-604969|-324900|-543333|-985214|-721834|-98242|-247599|-26863|,-553588|-308071|-809300|-754080|-989725|-788969|-510836|-752357|-878519|-447321|-332617|-515975|-524852|-942393|-572934|,-658564|-615270|-774993|-877842|-86934|-172726|-970523|-109232|-706226|-383796|-23749|-153034|-230479|-169610|-208152|,-344981|-702813|-232584|-566929|-476474|-314490|-421171|-979652|-724859|-329849|-961065|-888050|-10536|-903397|-172755|,-126615|-505152|-637298|-267697|-661520|-108128|-424645|-470717|-757283|-915879|-224357|-221900|-884922|-306434|-31405|,1079,1944,6945,1045,50052046048049000000000000000000000000001043,52051050050049046054049000000000000000001043,48046048051000000000000000000000000000001043,48046048049000000000000000000000000000001043,79000000000000000000000000000000000000001043,80000000000000000000000000000000000000001043,49057057054045048050045050050000000000001043,49057057054045048049045048052000000000001043,49057057054045048051045049057000000000001043,84065075069032066065067075032082069084086126,70079067000000000000000000000000000000001043,44032114101103117108097114032116105116105145,39
-388105,269984,-586529,-720430,-91838|-750602|-628496|-974510|-161444|-946589|-58222|-510724|-382992|-804066|-146453|-470485|-818475|-601166|-919290|,-215850|-760813|-308058|-719700|-891472|-811516|-386129|-195302|-343246|-971783|-464727|-45847|-406029|-829893|-765248|,-881168|-389174|-85340|-736160|-754962|-912362|-797000|-861921|-643437|-656913|-766185|-207324|-719588|-578011|-626864|,-209515|-954580|-759262|-859970|-344041|-799129|-92800|-392105|-427118|-379299|-759598|-55693|-393156|-188919|-649832|,-400964|-423237|-46562|-256359|-700202|-511421|-972606|-398549|-907830|-738419|-719564|-50404|-321449|-33925|-765289|,-711060|-164117|-512049|-768496|-641868|-147248|-731376|-14573|-450498|-306461|-246332|-557817|-990485|-329747|-798259|,-690669|-245805|-439322|-146629|-291363|-732608|-898690|-614112|-857445|-52531|-273644|-789175|-862430|-564289|-300994|,-180216|-946407|-977577|-452672|-767716|-556102|-633378|-796222|-150298|-745122|-655011|-489810|-260976|-88973|-962377|,-434179|-970420|-111386|-227080|-924086|-271431|-671226|-562721|-765364|-835772|-951099|-346472|-354141|-508178|-710905|,-147279|-316684|-505424|-543622|-739949|-810355|-427031|-473810|-485289|-635613|-501676|-234447|-851209|-287058|-181568|,-101640|-442738|-156621|-597182|-219753|-603826|-747854|-141853|-486342|-563079|-339064|-186836|-747507|-391256|-502654|,-500956|-447414|-987758|-579400|-359877|-424592|-365159|-360662|-30867|-420217|-139693|-557076|-757783|-575634|-763137|,1079,324924,9941,1046,51052046048049000000000000000000000000001043,54052055051049046053057000000000000000001043,48046048055000000000000000000000000000001043,48046048057000000000000000000000000000001043,79000000000000000000000000000000000000001043,80000000000000000000000000000000000000001043,49057057054045048049045050051000000000001043,49057057054045048049045048055000000000001043,49057057054045048049045050056000000000001043,68069076073086069082032073078032080069083127,82065073077000000000000000000000000000001043,115032097114101032099097114101102117108109165,40
